"","PATENT","GYEAR","CRECEIVE","CAT","CLAIMS","CMADE","GENERAL","ORIGINAL","FWDAPLAG","BCKGTLAG","CRECbinary","CAT01","CAT02","CAT03","CAT04","CAT05","CAT06","CRECordinal","CRECEIVEsqrt"
"518",5150170,1992,2,4,20,22,0,0.7355,3,12,1,0,0,0,1,0,0,2,1.4142135623731
"519",4970035,1990,1,5,8,4,0,0.625,4,18.25,1,0,0,0,0,1,0,1,1
"520",5131395,1992,6,3,13,7,0.4444,0.449,4.1667,7.8571,1,0,0,1,0,0,0,6,2.44948974278318
"521",5326441,1994,0,1,13,2,0,0.5,10.5,9,0,1,0,0,0,0,0,0,0
"522",5299450,1994,1,4,8,8,0,0.5,3,22.375,1,0,0,0,1,0,0,1,1
"523",5374491,1994,4,4,6,5,0.625,0.56,2.75,9.6,1,0,0,0,1,0,0,4,2
"524",4945078,1990,1,1,13,14,0,0.2551,1,6.1429,1,1,0,0,0,0,0,1,1
"525",4918353,1990,2,4,16,33,0,0.7667,4.5,10.9394,1,0,0,0,1,0,0,2,1.4142135623731
"526",5219577,1993,5,3,13,3,0.56,0.4444,5,9.6667,1,0,0,1,0,0,0,5,2.23606797749979
"527",5289047,1994,1,4,8,1,0,0,6,16,1,0,0,0,1,0,0,1,1
"528",5134334,1992,5,4,7,8,0.32,0.2188,5.2,4,1,0,0,0,1,0,0,5,2.23606797749979
"529",5303305,1994,2,4,10,7,0,0.56,10.5,21.1429,1,0,0,0,1,0,0,2,1.4142135623731
"530",4966151,1990,6,3,3,2,0.2778,0.5,2.1667,3.5,1,0,0,1,0,0,0,6,2.44948974278318
"531",5230663,1993,2,5,15,5,0,0.32,4,7.6,1,0,0,0,0,1,0,2,1.4142135623731
"532",5358874,1994,2,1,14,2,0.5,0.5,3.5,13.5,1,1,0,0,0,0,0,2,1.4142135623731
"533",5370694,1994,8,3,17,31,0.4063,0.44,3.625,9.5161,1,0,0,1,0,0,0,8,2.82842712474619
"534",5243206,1993,5,4,15,9,0.48,0,3.4,2.6667,1,0,0,0,1,0,0,5,2.23606797749979
"535",5384453,1995,1,5,12,6,0,0.6111,1,5.3333,1,0,0,0,0,1,0,1,1
"536",5173649,1992,4,4,11,5,0.375,0.56,3,9.4,1,0,0,0,1,0,0,4,2
"537",5138800,1992,5,5,20,8,0.32,0.2449,2.8,14.5,1,0,0,0,0,1,0,5,2.23606797749979
"538",5314027,1994,5,6,10,9,0.64,0.4444,3.4,21.8889,1,0,0,0,0,0,1,5,2.23606797749979
"539",5080383,1992,6,5,3,3,0.5,0.4444,3.6667,3.6667,1,0,0,0,0,1,0,6,2.44948974278318
"540",4929289,1990,0,5,12,1,0,0,10.5,15,0,0,0,0,0,1,0,0,0
"541",5398713,1995,0,6,3,3,0,0.5,10.5,26,0,0,0,0,0,0,1,0,0
"542",5385778,1995,2,6,6,4,0,0.625,2.5,5,1,0,0,0,0,0,1,2,1.4142135623731
"543",5266731,1993,0,1,29,3,0,0.4444,10.5,9,0,1,0,0,0,0,0,0,0
"544",5411192,1995,3,6,11,6,0.6667,0,4,33,1,0,0,0,0,0,1,3,1.73205080756888
"545",5365333,1994,0,4,6,7,0,0.2778,10.5,20,0,0,0,0,1,0,0,0,0
"546",5358976,1994,1,1,8,7,0,0.8163,3,4.1429,1,1,0,0,0,0,0,1,1
"547",5134173,1992,9,1,6,5,0.3457,0,3.7778,5.4,1,1,0,0,0,0,0,9,3
"548",5179829,1993,6,6,8,14,0.4444,0.5408,1.3333,7.0714,1,0,0,0,0,0,1,6,2.44948974278318
"549",5296634,1994,1,1,8,3,0,0,6,28.3333,1,1,0,0,0,0,0,1,1
"550",5426891,1995,0,5,13,4,0,0.4444,10.5,17.25,0,0,0,0,0,1,0,0,0
"551",5373851,1994,2,3,25,36,0,0.4213,3.5,10.0278,1,0,0,1,0,0,0,2,1.4142135623731
"552",5446346,1995,1,4,20,3,0,0.5,4,18.3333,1,0,0,0,1,0,0,1,1
"553",5238498,1993,0,1,3,2,0,0.5,10.5,21,0,1,0,0,0,0,0,0,0
"554",5266284,1993,4,1,20,3,0.375,0.4444,1.75,2,1,1,0,0,0,0,0,4,2
"555",4950938,1990,6,4,7,4,0,0,4.8333,28.5,1,0,0,0,1,0,0,6,2.44948974278318
"556",4927638,1990,3,3,35,7,0.4444,0.4898,6.6667,10.4286,1,0,0,1,0,0,0,3,1.73205080756888
"557",5116689,1992,4,6,16,9,0.375,0.6875,4.25,14.5556,1,0,0,0,0,0,1,4,2
"558",5356811,1994,2,3,3,12,0.5,0.2917,3.5,13.8333,1,0,0,1,0,0,0,2,1.4142135623731
"559",4919248,1990,7,5,2,5,0.5714,0.375,3.8571,10.2,1,0,0,0,0,1,0,7,2.64575131106459
"560",5402057,1995,4,4,12,6,0,0.2778,3.75,10.5,1,0,0,0,1,0,0,4,2
"561",5255874,1993,1,5,12,10,0,0.4938,1,11.3,1,0,0,0,0,1,0,1,1
"562",5032321,1991,3,1,17,3,0.4444,0.4444,3.3333,11.6667,1,1,0,0,0,0,0,3,1.73205080756888
"563",5231536,1993,6,5,13,28,0.6667,0.8532,4.1667,8.8571,1,0,0,0,0,1,0,6,2.44948974278318
"564",5370091,1994,0,5,13,6,0,0.2778,10.5,2.6667,0,0,0,0,0,1,0,0,0
"565",5239265,1993,3,4,2,2,0.4444,0.5,1.3333,3,1,0,0,0,1,0,0,3,1.73205080756888
"566",5362249,1994,1,4,11,4,0,0,2,4.75,1,0,0,0,1,0,0,1,1
"567",5453491,1995,2,1,5,2,0,0.5,5.5,5,1,1,0,0,0,0,0,2,1.4142135623731
"568",5387224,1995,1,3,15,7,0,0.6939,5,6.1429,1,0,0,1,0,0,0,1,1
"569",5180497,1993,1,1,1,3,0,0,5,16.6667,1,1,0,0,0,0,0,1,1
"570",5360830,1994,10,1,7,32,0.74,0.8554,2,15.7188,1,1,0,0,0,0,0,10,3.16227766016838
"571",5253663,1993,5,6,7,4,0.72,0.375,3.6,7.25,1,0,0,0,0,0,1,5,2.23606797749979
"572",4927880,1990,2,1,40,20,0,0.6446,5,24.35,1,1,0,0,0,0,0,2,1.4142135623731
"573",5400542,1995,2,6,5,8,0,0,1.5,6.5,1,0,0,0,0,0,1,2,1.4142135623731
"574",5365872,1994,5,5,13,17,0.32,0.7197,3.8,10.7647,1,0,0,0,0,1,0,5,2.23606797749979
"575",5245865,1993,8,4,21,2,0.2188,0,2.375,3.5,1,0,0,0,1,0,0,8,2.82842712474619
"576",4923675,1990,2,5,7,1,0.5,0,6,2,1,0,0,0,0,1,0,2,1.4142135623731
"577",5357762,1994,2,6,8,9,0.5,0.7222,4.5,27,1,0,0,0,0,0,1,2,1.4142135623731
"578",4981132,1991,5,3,7,6,0.56,0,3.6,7.5,1,0,0,1,0,0,0,5,2.23606797749979
"579",4919699,1990,0,5,7,9,0,0.6667,10.5,10.4444,0,0,0,0,0,1,0,0,0
"580",5135212,1992,4,5,8,3,0.625,0,3.5,2.3333,1,0,0,0,0,1,0,4,2
"581",5277078,1994,5,5,19,9,0.32,0.8163,4.2,20.7778,1,0,0,0,0,1,0,5,2.23606797749979
"582",5398198,1995,4,2,4,11,0.375,0.6446,2,8.1818,1,0,1,0,0,0,0,4,2
"583",5174578,1992,4,6,11,2,0,0,3.75,28.5,1,0,0,0,0,0,1,4,2
"584",5447381,1995,1,5,22,8,0,0.6563,2,6.875,1,0,0,0,0,1,0,1,1
"585",5370470,1994,6,5,2,3,0.2778,0,4.1667,7.3333,1,0,0,0,0,1,0,6,2.44948974278318
"586",5050243,1991,1,6,6,17,0,0.1528,1,18.7059,1,0,0,0,0,0,1,1,1
"587",5270070,1993,3,6,8,5,0,0,4.6667,15,1,0,0,0,0,0,1,3,1.73205080756888
"588",5302650,1994,2,1,5,7,0.5,0.6531,2.5,17.7143,1,1,0,0,0,0,0,2,1.4142135623731
"589",5212183,1993,0,3,5,7,0,0.5714,10.5,16.8571,0,0,0,1,0,0,0,0,0
"590",4940278,1990,3,5,21,17,0,0.2145,5.6667,11.4706,1,0,0,0,0,1,0,3,1.73205080756888
"591",5001863,1991,1,5,3,13,0,0.4444,3,73.3846,1,0,0,0,0,1,0,1,1
"592",5461165,1995,2,1,4,4,0.5,0.375,2,5.5,1,1,0,0,0,0,0,2,1.4142135623731
"593",5113621,1992,1,5,5,10,0,0.375,6,35.9,1,0,0,0,0,1,0,1,1
"594",4932417,1990,3,3,6,7,0.4444,0.7222,5.3333,14.2857,1,0,0,1,0,0,0,3,1.73205080756888
"595",4897440,1990,2,1,20,4,0,0.625,9,7.25,1,1,0,0,0,0,0,2,1.4142135623731
"596",4959398,1990,8,1,23,4,0.5938,0.75,5.5,3.5,1,1,0,0,0,0,0,8,2.82842712474619
"597",5130742,1992,5,5,43,6,0.72,0.5,3.2,9,1,0,0,0,0,1,0,5,2.23606797749979
"598",5248641,1993,2,1,15,10,0.5,0.642,3,21.9,1,1,0,0,0,0,0,2,1.4142135623731
"599",5198088,1993,0,1,5,2,0,0,10.5,59.5,0,1,0,0,0,0,0,0,0
"600",5428756,1995,0,2,20,6,0,0.4444,10.5,6.8333,0,0,1,0,0,0,0,0,0
"601",5407520,1995,4,1,16,15,0.625,0.5833,2.5,17,1,1,0,0,0,0,0,4,2
"602",5477774,1995,0,5,5,6,0,0.375,10.5,21.8333,0,0,0,0,0,1,0,0,0
"603",5401406,1995,2,1,21,49,0.5,0.6739,3,12.9184,1,1,0,0,0,0,0,2,1.4142135623731
"604",5440916,1995,6,4,14,2,0.7778,0.5,3.8333,6,1,0,0,0,1,0,0,6,2.44948974278318
"605",5134556,1992,7,4,9,11,0.6122,0.1653,5.1429,10.6364,1,0,0,0,1,0,0,7,2.64575131106459
"606",4917131,1990,6,6,3,9,0.7222,0.1975,8.8333,7,1,0,0,0,0,0,1,6,2.44948974278318
"607",5166416,1992,2,1,15,3,0,0,6.5,14,1,1,0,0,0,0,0,2,1.4142135623731
"608",5330122,1994,1,5,16,21,0,0.699,6,22.7143,1,0,0,0,0,1,0,1,1
"609",5451245,1995,3,5,18,2,0.6667,0.5,2,7,1,0,0,0,0,1,0,3,1.73205080756888
"610",5419290,1995,6,5,12,29,0,0.1308,2.6667,9.2759,1,0,0,0,0,1,0,6,2.44948974278318
"611",5173958,1992,8,2,18,2,0.75,0,3.125,4.5,1,0,1,0,0,0,0,8,2.82842712474619
"612",5468674,1995,1,4,5,11,0,0.2975,1,7.8182,1,0,0,0,1,0,0,1,1
"613",5255619,1993,0,6,34,13,0,0.6036,10.5,6.6154,0,0,0,0,0,0,1,0,0
"614",5018966,1991,0,6,17,7,0,0.449,10.5,7.8571,0,0,0,0,0,0,1,0,0
"615",5280430,1994,6,2,13,12,0.6667,0.75,5.3333,14,1,0,1,0,0,0,0,6,2.44948974278318
"616",5352307,1994,7,1,9,12,0.449,0.7778,4.8571,9.8333,1,1,0,0,0,0,0,7,2.64575131106459
"617",5017738,1991,8,4,7,2,0.875,0,4.875,13,1,0,0,0,1,0,0,8,2.82842712474619
"618",5103960,1992,0,5,8,5,0,0.56,10.5,8.6,0,0,0,0,0,1,0,0,0
"619",4991806,1991,1,6,17,20,0,0.6122,8,44.45,1,0,0,0,0,0,1,1,1
"620",4959256,1990,4,6,10,9,0.625,0.6173,5.75,11.8889,1,0,0,0,0,0,1,4,2
"621",5186577,1993,3,6,12,6,0.6667,0.2778,2.3333,2.6667,1,0,0,0,0,0,1,3,1.73205080756888
"622",5153359,1992,1,5,7,13,0,0,6,22.5385,1,0,0,0,0,1,0,1,1
"623",4973370,1990,2,1,7,8,0.5,0.5313,6.5,2.625,1,1,0,0,0,0,0,2,1.4142135623731
"624",5072225,1991,2,2,14,9,0,0.1975,5,11.7778,1,0,1,0,0,0,0,2,1.4142135623731
"625",4911788,1990,5,1,30,14,0.64,0.3704,4.8,23,1,1,0,0,0,0,0,5,2.23606797749979
"626",5185390,1993,4,1,10,15,0.625,0.8444,5.5,14.2667,1,1,0,0,0,0,0,4,2
"627",5043710,1991,1,2,9,7,0,0.6122,6,7.4286,1,0,1,0,0,0,0,1,1
"628",5398384,1995,3,6,14,7,0.6667,0.625,2,25.4286,1,0,0,0,0,0,1,3,1.73205080756888
"629",5211783,1993,0,5,6,4,0,0.4444,10.5,33,0,0,0,0,0,1,0,0,0
"630",5250093,1993,8,1,7,32,0.7188,0.738,3,15.6875,1,1,0,0,0,0,0,8,2.82842712474619
"631",5397731,1995,7,4,6,7,0,0,2.7143,7.1429,1,0,0,0,1,0,0,7,2.64575131106459
"632",5144479,1992,3,5,3,9,0.4444,0.4082,3.6667,27,1,0,0,0,0,1,0,3,1.73205080756888
"633",5397611,1995,5,6,12,1,0.48,0,2,2,1,0,0,0,0,0,1,5,2.23606797749979
"634",5369252,1994,2,4,11,6,0,0.7778,2,11.5,1,0,0,0,1,0,0,2,1.4142135623731
"635",4981755,1991,2,6,17,1,0.5,0,8,8,1,0,0,0,0,0,1,2,1.4142135623731
"636",5339894,1994,0,6,7,6,0,0,10.5,42,0,0,0,0,0,0,1,0,0
"637",4970865,1990,4,4,19,22,0.75,0.5816,6.75,21.2727,1,0,0,0,1,0,0,4,2
"638",4990248,1991,7,1,8,9,0.2449,0.5313,5.8571,19.8889,1,1,0,0,0,0,0,7,2.64575131106459
"639",5045879,1991,3,5,6,2,0.4444,0.5,3.3333,8.5,1,0,0,0,0,1,0,3,1.73205080756888
"640",5211948,1993,0,3,15,7,0,0.7778,10.5,13.2857,0,0,0,1,0,0,0,0,0
"641",4997139,1991,0,5,18,5,0,0.625,10.5,11.2,0,0,0,0,0,1,0,0,0
"642",5215156,1993,7,5,15,14,0.8571,0.34,2.8571,33.9286,1,0,0,0,0,1,0,7,2.64575131106459
"643",5394649,1995,1,5,19,24,0,0.5124,3,34.5833,1,0,0,0,0,1,0,1,1
"644",4940864,1990,2,4,12,3,0.5,0,3,18,1,0,0,0,1,0,0,2,1.4142135623731
"645",5251902,1993,6,6,8,4,0.2778,0.625,2.8333,5.75,1,0,0,0,0,0,1,6,2.44948974278318
"646",5343134,1994,1,4,17,9,0,0.3704,1,3.1111,1,0,0,0,1,0,0,1,1
"647",5429474,1995,2,5,2,28,0,0.6719,3,28.6429,1,0,0,0,0,1,0,2,1.4142135623731
"648",5279200,1994,9,5,47,11,0.4938,0.6122,4,18.3636,1,0,0,0,0,1,0,9,3
"649",5418953,1995,5,2,8,2,0.64,0.5,2,3,1,0,1,0,0,0,0,5,2.23606797749979
"650",5398585,1995,1,6,25,6,0,0,4,13.3333,1,0,0,0,0,0,1,1,1
"651",5288018,1994,2,5,14,10,0.5,0.4063,2.5,23.9,1,0,0,0,0,1,0,2,1.4142135623731
"652",5133054,1992,2,2,7,4,0.5,0.75,6.5,6.25,1,0,1,0,0,0,0,2,1.4142135623731
"653",5314029,1994,2,6,17,18,0.5,0.7143,4,22.3333,1,0,0,0,0,0,1,2,1.4142135623731
"654",5064856,1991,3,3,7,4,0.4444,0.375,5,2.25,1,0,0,1,0,0,0,3,1.73205080756888
"655",4981689,1991,2,3,5,6,0.5,0.6667,4.5,9.3333,1,0,0,1,0,0,0,2,1.4142135623731
"656",5125783,1992,4,5,21,10,0.625,0.76,4.5,9.2,1,0,0,0,0,1,0,4,2
"657",5183427,1993,0,6,6,7,0,0.375,10.5,35.2857,0,0,0,0,0,0,1,0,0
"658",5317974,1994,3,1,10,13,0.4444,0.1653,3.6667,14.0769,1,1,0,0,0,0,0,3,1.73205080756888
"659",5274319,1993,10,4,32,20,0.58,0,2.9,8.75,1,0,0,0,1,0,0,10,3.16227766016838
"660",4988065,1991,2,6,24,14,0.5,0.7222,4,31.5,1,0,0,0,0,0,1,2,1.4142135623731
"661",5060589,1991,1,5,3,8,0,0.72,1,22.25,1,0,0,0,0,1,0,1,1
"662",4903666,1990,4,5,9,5,0.5,0.4444,4.75,20.8,1,0,0,0,0,1,0,4,2
"663",5183242,1993,2,5,24,5,0.5,0,3.5,21.2,1,0,0,0,0,1,0,2,1.4142135623731
"664",5237593,1993,4,2,28,8,0.625,0.625,4.5,10.75,1,0,1,0,0,0,0,4,2
"665",5017023,1991,1,5,12,2,0,0,3,27.5,1,0,0,0,0,1,0,1,1
"666",4962429,1990,0,4,12,2,0,0,10.5,5.5,0,0,0,0,1,0,0,0,0
"667",5346147,1994,3,5,8,1,0,0,3.6667,1,1,0,0,0,0,1,0,3,1.73205080756888
"668",5286791,1994,8,1,13,4,0.5625,0.375,3,11.25,1,1,0,0,0,0,0,8,2.82842712474619
"669",5451584,1995,0,3,11,1,0,0,10.5,4,0,0,0,1,0,0,0,0,0
"670",4940434,1990,5,5,7,6,0,0.2778,4,16.1667,1,0,0,0,0,1,0,5,2.23606797749979
"671",5107659,1992,0,6,16,10,0,0.48,10.5,15.7,0,0,0,0,0,0,1,0,0
"672",5076299,1991,1,6,17,9,0,0.375,10,35.8889,1,0,0,0,0,0,1,1,1
"673",5295485,1994,7,3,20,7,0.2449,0.4898,3.7143,8.1429,1,0,0,1,0,0,0,7,2.64575131106459
"674",5247863,1993,5,5,19,6,0,0,3.2,26.3333,1,0,0,0,0,1,0,5,2.23606797749979
"675",5313804,1994,6,6,18,14,0.6111,0.2449,2.8333,8,1,0,0,0,0,0,1,6,2.44948974278318
"676",5018268,1991,4,5,7,5,0.625,0.48,2,7,1,0,0,0,0,1,0,4,2
"677",5368116,1994,2,5,3,2,0,0.5,4.5,9.5,1,0,0,0,0,1,0,2,1.4142135623731
"678",5094370,1992,2,6,16,14,0,0.5938,4,29.5,1,0,0,0,0,0,1,2,1.4142135623731
"679",5374806,1994,2,4,6,10,0,0.5,2,50.6,1,0,0,0,1,0,0,2,1.4142135623731
"680",5050419,1991,0,5,9,3,0,0,10.5,42,0,0,0,0,0,1,0,0,0
"681",5385528,1995,2,3,21,2,0.5,0,4.5,2.5,1,0,0,1,0,0,0,2,1.4142135623731
"682",5155971,1992,6,6,15,12,0.6667,0.4028,3,9.6667,1,0,0,0,0,0,1,6,2.44948974278318
"683",5248116,1993,8,5,21,19,0.5625,0.34,2.5,26.6842,1,0,0,0,0,1,0,8,2.82842712474619
"684",5357602,1994,6,2,5,3,0.6111,0.6667,1.5,8.3333,1,0,1,0,0,0,0,6,2.44948974278318
"685",5003745,1991,3,6,1,13,0.4444,0.6,7.3333,21.2308,1,0,0,0,0,0,1,3,1.73205080756888
"686",5233477,1993,4,2,50,17,0.625,0.7059,3.75,7.4118,1,0,1,0,0,0,0,4,2
"687",5365159,1994,4,4,1,10,0.375,0,3.25,6,1,0,0,0,1,0,0,4,2
"688",5034830,1991,3,2,16,3,0,0,5.6667,1.6667,1,0,1,0,0,0,0,3,1.73205080756888
"689",4931881,1990,9,2,4,6,0.4938,0.5,2.7778,3.1667,1,0,1,0,0,0,0,9,3
"690",4931416,1990,3,1,24,25,0.4444,0.624,1.6667,7.76,1,1,0,0,0,0,0,3,1.73205080756888
"691",5451968,1995,1,2,5,9,0,0,2,19.2222,1,0,1,0,0,0,0,1,1
"692",5416105,1995,2,3,4,3,0,0,2.5,9,1,0,0,1,0,0,0,2,1.4142135623731
"693",5206383,1993,0,1,4,11,0,0.7273,10.5,9.1818,0,1,0,0,0,0,0,0,0
"694",5463994,1995,0,5,1,6,0,0.625,10.5,24.1667,0,0,0,0,0,1,0,0,0
"695",5347056,1994,1,1,21,4,0,0,3,46,1,1,0,0,0,0,0,1,1
"696",5157040,1992,4,3,3,15,0,0.24,4.75,1.7333,1,0,0,1,0,0,0,4,2
"697",5041515,1991,1,1,5,12,0,0.875,0,8.0833,1,1,0,0,0,0,0,1,1
"698",4960604,1990,2,6,20,5,0,0.4444,7.5,19.4,1,0,0,0,0,0,1,2,1.4142135623731
"699",4918282,1990,7,4,9,20,0.2449,0.6914,6.4286,14.5,1,0,0,0,1,0,0,7,2.64575131106459
"700",5381505,1995,3,2,8,7,0.4444,0.2449,2.6667,7.4286,1,0,1,0,0,0,0,3,1.73205080756888
"701",4902130,1990,2,4,11,2,0.5,0.5,2.5,8,1,0,0,0,1,0,0,2,1.4142135623731
"702",5064874,1991,4,1,3,8,0.5,0.2188,5,6.875,1,1,0,0,0,0,0,4,2
"703",5477869,1995,0,6,11,5,0,0,10.5,13,0,0,0,0,0,0,1,0,0
"704",5252952,1993,9,2,12,9,0.6667,0.6667,3.7778,7.7778,1,0,1,0,0,0,0,9,3
"705",4976238,1990,3,5,3,6,0.4444,0.4444,0.6667,7.3333,1,0,0,0,0,1,0,3,1.73205080756888
"706",5042970,1991,0,5,12,17,0,0.7449,10.5,18.2941,0,0,0,0,0,1,0,0,0
"707",5449056,1995,2,4,25,10,0.5,0.5714,2,24.9,1,0,0,0,1,0,0,2,1.4142135623731
"708",5053248,1991,1,1,12,2,0,0.5,8,5.5,1,1,0,0,0,0,0,1,1
"709",5375255,1994,1,2,6,4,0,0.75,2,9,1,0,1,0,0,0,0,1,1
"710",5427566,1995,1,5,14,4,0,0.375,1,25,1,0,0,0,0,1,0,1,1
"711",4968814,1990,6,1,4,3,0.2778,0.4444,5.3333,7.6667,1,1,0,0,0,0,0,6,2.44948974278318
"712",5048541,1991,6,3,13,5,0.5,0.625,4,16.2,1,0,0,1,0,0,0,6,2.44948974278318
"713",5405636,1995,2,6,21,7,0,0,3,25.7143,1,0,0,0,0,0,1,2,1.4142135623731
"714",5378031,1995,2,5,3,4,0,0,3,26,1,0,0,0,0,1,0,2,1.4142135623731
"715",4994110,1991,10,1,20,12,0.68,0.1528,5.1,4.4167,1,1,0,0,0,0,0,10,3.16227766016838
"716",4927794,1990,2,1,1,4,0.5,0,7.5,21.75,1,1,0,0,0,0,0,2,1.4142135623731
"717",5225311,1993,4,1,9,9,0,0.3457,4.75,4.6667,1,1,0,0,0,0,0,4,2
"718",5451645,1995,5,1,29,23,0.64,0.5331,3,18.5652,1,1,0,0,0,0,0,5,2.23606797749979
"719",4902944,1990,4,4,13,22,0.75,0.4463,4,5.1364,1,0,0,0,1,0,0,4,2
"720",5377636,1995,4,5,16,17,0,0.3367,2,13.4706,1,0,0,0,0,1,0,4,2
"721",5081078,1992,2,1,15,14,0.5,0.7755,3.5,6.1429,1,1,0,0,0,0,0,2,1.4142135623731
"722",5125574,1992,7,5,24,17,0.8571,0.7822,3.7143,15.5294,1,0,0,0,0,1,0,7,2.64575131106459
"723",5047398,1991,4,3,11,2,0.375,0,10.25,21.5,1,0,0,1,0,0,0,4,2
"724",5203879,1993,4,1,11,5,0,0,3,9,1,1,0,0,0,0,0,4,2
"725",5395320,1995,6,3,9,64,0.2778,0.5459,3.1667,8.5313,1,0,0,1,0,0,0,6,2.44948974278318
"726",5477268,1995,3,4,13,11,0.4444,0.7769,2.3333,5.1818,1,0,0,0,1,0,0,3,1.73205080756888
"727",5189830,1993,0,6,5,6,0,0,10.5,8.1667,0,0,0,0,0,0,1,0,0
"728",4957153,1990,9,5,55,14,0,0,2.8889,9.5714,1,0,0,0,0,1,0,9,3
"729",5234722,1993,6,1,9,6,0.2778,0.6667,3.5,11.6667,1,1,0,0,0,0,0,6,2.44948974278318
"730",5297740,1994,1,5,6,6,0,0.8333,1,8.3333,1,0,0,0,0,1,0,1,1
"731",5059184,1991,9,3,6,8,0.3457,0,3,1.75,1,0,0,1,0,0,0,9,3
"732",5460392,1995,0,5,4,6,0,0,10.5,26.3333,0,0,0,0,0,1,0,0,0
"733",5392967,1995,3,1,2,6,0,0.5,3,16.5,1,1,0,0,0,0,0,3,1.73205080756888
"734",5088184,1992,0,5,1,37,0,0.4258,10.5,16.5135,0,0,0,0,0,1,0,0,0
"735",5208008,1993,1,3,39,1,0,0,7,6,1,0,0,1,0,0,0,1,1
"736",5301305,1994,0,2,33,7,0,0.8163,10.5,10,0,0,1,0,0,0,0,0,0
"737",4924145,1990,1,4,2,4,0,0.5,7,10.75,1,0,0,0,1,0,0,1,1
"738",5461865,1995,3,4,11,11,0,0.4628,2,4.8182,1,0,0,0,1,0,0,3,1.73205080756888
"739",5245300,1993,3,2,5,4,0.4444,0,4.3333,22.75,1,0,1,0,0,0,0,3,1.73205080756888
"740",5189908,1993,2,4,19,4,0,0.375,6.5,11.5,1,0,0,0,1,0,0,2,1.4142135623731
"741",5282716,1994,3,5,31,3,0.6667,0.6667,5,8.6667,1,0,0,0,0,1,0,3,1.73205080756888
"742",4963332,1990,7,1,5,1,0.6122,0,4.5714,2,1,1,0,0,0,0,0,7,2.64575131106459
"743",5187927,1993,1,6,4,3,0,0.6667,2,3.3333,1,0,0,0,0,0,1,1,1
"744",5181614,1993,8,6,11,13,0.6875,0.6173,3.25,39.8462,1,0,0,0,0,0,1,8,2.82842712474619
"745",5356593,1994,0,1,28,9,0,0.642,10.5,6.6667,0,1,0,0,0,0,0,0,0
"746",5132337,1992,10,1,9,8,0.74,0.75,3.2,6.125,1,1,0,0,0,0,0,10,3.16227766016838
"747",5055140,1991,2,4,12,10,0.5,0.18,4.5,8.2,1,0,0,0,1,0,0,2,1.4142135623731
"748",5319253,1994,10,4,7,2,0.32,0,3.2,2,1,0,0,0,1,0,0,10,3.16227766016838
"749",5407075,1995,0,6,7,5,0,0.5,10.5,43.4,0,0,0,0,0,0,1,0,0
"750",5288410,1994,2,1,8,9,0,0.5679,3,10,1,1,0,0,0,0,0,2,1.4142135623731
"751",4995852,1991,4,5,3,3,0.625,0.5,5.25,23.3333,1,0,0,0,0,1,0,4,2
"752",5171912,1992,4,1,22,7,0.5,0.2449,3.5,9.7143,1,1,0,0,0,0,0,4,2
"753",5082153,1992,4,6,4,10,0.375,0.4082,6.25,21.3,1,0,0,0,0,0,1,4,2
"754",5321733,1994,0,4,23,2,0,0,10.5,10.5,0,0,0,0,1,0,0,0,0
"755",5458595,1995,5,3,6,7,0.48,0.5714,3.2,7.2857,1,0,0,1,0,0,0,5,2.23606797749979
"756",5457367,1995,3,4,15,16,0,0.8281,3.6667,7.9375,1,0,0,0,1,0,0,3,1.73205080756888
"757",5453473,1995,0,1,2,6,0,0.4444,10.5,27.1667,0,1,0,0,0,0,0,0,0
"758",5273678,1993,3,1,8,2,0.6667,0.5,3.6667,7,1,1,0,0,0,0,0,3,1.73205080756888
"759",5161228,1992,4,2,4,13,0,0.7337,3.75,11.2308,1,0,1,0,0,0,0,4,2
"760",5381087,1995,7,4,13,8,0.4898,0.375,4.1429,3.875,1,0,0,0,1,0,0,7,2.64575131106459
"761",5459645,1995,2,4,11,8,0,0.6122,3,18.875,1,0,0,0,1,0,0,2,1.4142135623731
"762",5052334,1991,0,1,9,3,0,0,10.5,14.6667,0,1,0,0,0,0,0,0,0
"763",4903283,1990,2,4,7,4,0.5,0.625,2.5,4.75,1,0,0,0,1,0,0,2,1.4142135623731
"764",5359833,1994,0,6,9,4,0,0,10.5,51.75,0,0,0,0,0,0,1,0,0
"765",5104905,1992,3,1,11,10,0,0.18,5.3333,7.2,1,1,0,0,0,0,0,3,1.73205080756888
"766",5374649,1994,1,3,14,5,0,0,4,8.4,1,0,0,1,0,0,0,1,1
"767",5065230,1991,5,4,12,2,0.32,0,5.4,6.5,1,0,0,0,1,0,0,5,2.23606797749979
"768",5153965,1992,2,6,15,3,0.5,0.5,4.5,19,1,0,0,0,0,0,1,2,1.4142135623731
"769",5467501,1995,2,6,20,11,0,0.18,3.5,17.9091,1,0,0,0,0,0,1,2,1.4142135623731
"770",5078344,1992,1,5,8,10,0,0,1,16.4,1,0,0,0,0,1,0,1,1
"771",5431114,1995,4,6,7,3,0,0,3.25,6.3333,1,0,0,0,0,0,1,4,2
"772",4906798,1990,1,1,19,5,0,0,7,7,1,1,0,0,0,0,0,1,1
"773",5078350,1992,2,6,15,17,0,0.625,4,50.8235,1,0,0,0,0,0,1,2,1.4142135623731
