"","PATENT","GYEAR","CRECEIVE","CAT","CLAIMS","CMADE","GENERAL","ORIGINAL","FWDAPLAG","BCKGTLAG","CRECbinary","CAT01","CAT02","CAT03","CAT04","CAT05","CAT06","CRECordinal","CRECmdnSplt"
"545",5426452,1995,1,2,5,10,0,0.32,0,5.9,1,0,1,0,0,0,0,1,0
"546",5434292,1995,4,1,23,0,0.375,1,2.25,85.1429,1,1,0,0,0,0,0,4,1
"547",5114066,1992,4,5,17,4,0.375,0,5.75,10.75,1,0,0,0,0,1,0,4,1
"548",5293353,1994,1,2,20,7,0,0.6122,2,7.5714,1,0,1,0,0,0,0,1,0
"549",5465809,1995,3,6,15,11,0.4444,0.34,2.6667,10.6364,1,0,0,0,0,0,1,3,0
"550",5471514,1995,0,4,8,9,0,0.1975,10.5,3.2222,0,0,0,0,1,0,0,0,0
"551",5317376,1994,0,4,38,9,0,0.4938,10.5,10.1111,0,0,0,0,1,0,0,0,0
"552",5410864,1995,1,6,29,10,0,0.2778,2,34.6,1,0,0,0,0,0,1,1,0
"553",4990135,1991,2,3,19,23,0,0.3457,2.5,37.1739,1,0,0,1,0,0,0,2,0
"554",5247500,1993,13,2,1,10,0,0,4,32.2,1,0,1,0,0,0,0,13,1
"555",5173006,1992,1,6,12,7,0,0.6939,6,13.2857,1,0,0,0,0,0,1,1,0
"556",5175109,1992,6,1,3,17,0,0.8166,3.5,9.8235,1,1,0,0,0,0,0,6,1
"557",5304598,1994,0,1,2,6,0,0.2778,10.5,14.6667,0,1,0,0,0,0,0,0,0
"558",5243425,1993,6,4,17,5,0,0,4.3333,14.2,1,0,0,0,1,0,0,6,1
"559",5032920,1991,0,4,8,6,0,0.2778,10.5,4,0,0,0,0,1,0,0,0,0
"560",4991249,1991,13,6,39,9,0.6982,0.6122,5.7692,22.1111,1,0,0,0,0,0,1,13,1
"561",5033048,1991,17,2,26,7,0.5536,0.449,4,5.1429,1,0,1,0,0,0,0,15,1
"562",4895534,1990,1,4,21,7,0,0.4082,0,9.2857,1,0,0,0,1,0,0,1,0
"563",5435783,1995,4,5,6,0,0.5,1,2.5,85.1429,1,0,0,0,0,1,0,4,1
"564",5190185,1993,11,5,10,8,0.6612,0.6563,4.1818,8.375,1,0,0,0,0,1,0,11,1
"565",5287275,1994,7,2,18,4,0.7347,0,6,8.25,1,0,1,0,0,0,0,7,1
"566",5063904,1991,3,5,10,0,0.4444,1,4.3333,85.1429,1,0,0,0,0,1,0,3,0
"567",5065059,1991,1,4,43,13,0,0.6,4,18.6154,1,0,0,0,1,0,0,1,0
"568",5195926,1993,0,5,9,5,0,0.4444,10.5,23.6,0,0,0,0,0,1,0,0,0
"569",5313876,1994,7,6,8,11,0.6122,0.6563,4.4286,22.1818,1,0,0,0,0,0,1,7,1
"570",5037323,1991,8,4,16,9,0,0,3.25,11.8889,1,0,0,0,1,0,0,8,1
"571",5155112,1992,3,3,20,2,0.4444,0,2.3333,3.5,1,0,0,1,0,0,0,3,0
"572",4978427,1990,14,1,11,2,0.7551,0,5.2857,13,1,1,0,0,0,0,0,14,1
"573",4944698,1990,9,4,23,3,0.1975,0,4.2222,6,1,0,0,0,1,0,0,9,1
"574",5173388,1992,2,1,6,3,0,0.4444,5,3,1,1,0,0,0,0,0,2,0
"575",5224804,1993,1,5,4,6,0,0,3,27,1,0,0,0,0,1,0,1,0
"576",5042283,1991,0,5,2,3,0,0,10.5,31,0,0,0,0,0,1,0,0,0
"577",4987366,1991,1,4,5,4,0,0.625,7,6,1,0,0,0,1,0,0,1,0
"578",4902672,1990,2,1,4,3,0,0.4444,7,12.6667,1,1,0,0,0,0,0,2,0
"579",5170785,1992,2,3,9,9,0.5,0.1975,4.5,6.6667,1,0,0,1,0,0,0,2,0
"580",5400858,1995,4,6,6,19,0.625,0.2722,2.75,31.3684,1,0,0,0,0,0,1,4,1
"581",5371105,1994,0,3,3,6,0,0.7222,10.5,13.1667,0,0,0,1,0,0,0,0,0
"582",5258872,1993,3,5,9,5,0,0.32,2.3333,3.8,1,0,0,0,0,1,0,3,0
"583",5287745,1994,2,4,3,5,0,0,4,4.8,1,0,0,0,1,0,0,2,0
"584",4976074,1990,0,6,30,7,0,0.32,10.5,21.8571,0,0,0,0,0,0,1,0,0
"585",5012822,1991,28,3,10,32,0.6786,0.4019,4.9286,13.3125,1,0,0,1,0,0,0,15,1
"586",5220175,1993,3,4,21,8,0.4444,0.5,5.3333,16.125,1,0,0,0,1,0,0,3,0
"587",5267815,1993,4,6,16,4,0.625,0.6667,4.25,17.75,1,0,0,0,0,0,1,4,1
"588",5020519,1991,10,3,7,12,0,0.1528,4.1,8.3333,1,0,0,1,0,0,0,10,1
"589",5031362,1991,4,5,5,4,0,0,3.5,11.5,1,0,0,0,0,1,0,4,1
"590",4933498,1990,0,1,17,0,0,1,10.5,85.1429,0,1,0,0,0,0,0,0,0
"591",4922502,1990,18,4,9,4,0.1975,0,5.3889,21.25,1,0,0,0,1,0,0,15,1
"592",5050814,1991,4,5,6,2,0,0,4,5.5,1,0,0,0,0,1,0,4,1
"593",5440457,1995,0,4,12,7,0,0.2449,10.5,4.2857,0,0,0,0,1,0,0,0,0
"594",5150568,1992,0,4,25,4,0,0,10.5,20.5,0,0,0,0,1,0,0,0,0
"595",4971300,1990,6,5,7,3,0.2778,0.4444,3,4.6667,1,0,0,0,0,1,0,6,1
"596",5227187,1993,1,6,10,3,0,0,3,25,1,0,0,0,0,0,1,1,0
"597",5136738,1992,2,6,4,9,0.5,0.449,3.5,22.3333,1,0,0,0,0,0,1,2,0
"598",5228854,1993,21,6,42,15,0.78,0.7822,2.2857,9.4667,1,0,0,0,0,0,1,15,1
"599",5289681,1994,2,4,10,6,0.5,0.6667,6,15,1,0,0,0,1,0,0,2,0
"600",5150170,1992,2,4,20,22,0,0.7355,3,12,1,0,0,0,1,0,0,2,0
"601",4970035,1990,1,5,8,4,0,0.625,4,18.25,1,0,0,0,0,1,0,1,0
"602",5131395,1992,6,3,13,7,0.4444,0.449,4.1667,7.8571,1,0,0,1,0,0,0,6,1
"603",5326441,1994,0,1,13,2,0,0.5,10.5,9,0,1,0,0,0,0,0,0,0
"604",5299450,1994,1,4,8,8,0,0.5,3,22.375,1,0,0,0,1,0,0,1,0
"605",5374491,1994,4,4,6,5,0.625,0.56,2.75,9.6,1,0,0,0,1,0,0,4,1
"606",4945078,1990,1,1,13,14,0,0.2551,1,6.1429,1,1,0,0,0,0,0,1,0
"607",4918353,1990,2,4,16,33,0,0.7667,4.5,10.9394,1,0,0,0,1,0,0,2,0
"608",5219577,1993,5,3,13,3,0.56,0.4444,5,9.6667,1,0,0,1,0,0,0,5,1
"609",5289047,1994,1,4,8,1,0,0,6,16,1,0,0,0,1,0,0,1,0
"610",5134334,1992,5,4,7,8,0.32,0.2188,5.2,4,1,0,0,0,1,0,0,5,1
"611",5303305,1994,2,4,10,7,0,0.56,10.5,21.1429,1,0,0,0,1,0,0,2,0
"612",4927459,1990,11,5,32,2,0.7934,0.5,4.7273,1.5,1,0,0,0,0,1,0,11,1
"613",4966151,1990,6,3,3,2,0.2778,0.5,2.1667,3.5,1,0,0,1,0,0,0,6,1
"614",5230663,1993,2,5,15,5,0,0.32,4,7.6,1,0,0,0,0,1,0,2,0
"615",5358874,1994,2,1,14,2,0.5,0.5,3.5,13.5,1,1,0,0,0,0,0,2,0
"616",5370694,1994,8,3,17,31,0.4063,0.44,3.625,9.5161,1,0,0,1,0,0,0,8,1
"617",5243206,1993,5,4,15,9,0.48,0,3.4,2.6667,1,0,0,0,1,0,0,5,1
"618",5384453,1995,1,5,12,6,0,0.6111,1,5.3333,1,0,0,0,0,1,0,1,0
"619",5173649,1992,4,4,11,5,0.375,0.56,3,9.4,1,0,0,0,1,0,0,4,1
"620",5138800,1992,5,5,20,8,0.32,0.2449,2.8,14.5,1,0,0,0,0,1,0,5,1
"621",5314027,1994,5,6,10,9,0.64,0.4444,3.4,21.8889,1,0,0,0,0,0,1,5,1
"622",5080383,1992,6,5,3,3,0.5,0.4444,3.6667,3.6667,1,0,0,0,0,1,0,6,1
"623",4929289,1990,0,5,12,1,0,0,10.5,15,0,0,0,0,0,1,0,0,0
"624",5398713,1995,0,6,3,3,0,0.5,10.5,26,0,0,0,0,0,0,1,0,0
"625",5385778,1995,2,6,6,4,0,0.625,2.5,5,1,0,0,0,0,0,1,2,0
"626",5266731,1993,0,1,29,3,0,0.4444,10.5,9,0,1,0,0,0,0,0,0,0
"627",5411192,1995,3,6,11,6,0.6667,0,4,33,1,0,0,0,0,0,1,3,0
"628",5089012,1992,14,3,11,6,0.2551,0.625,3.1429,29.3333,1,0,0,1,0,0,0,14,1
"629",5365333,1994,0,4,6,7,0,0.2778,10.5,20,0,0,0,0,1,0,0,0,0
"630",5358976,1994,1,1,8,7,0,0.8163,3,4.1429,1,1,0,0,0,0,0,1,0
"631",5134173,1992,9,1,6,5,0.3457,0,3.7778,5.4,1,1,0,0,0,0,0,9,1
"632",5179829,1993,6,6,8,14,0.4444,0.5408,1.3333,7.0714,1,0,0,0,0,0,1,6,1
"633",5296634,1994,1,1,8,3,0,0,6,28.3333,1,1,0,0,0,0,0,1,0
"634",5426891,1995,0,5,13,4,0,0.4444,10.5,17.25,0,0,0,0,0,1,0,0,0
"635",5373851,1994,2,3,25,36,0,0.4213,3.5,10.0278,1,0,0,1,0,0,0,2,0
"636",5446346,1995,1,4,20,3,0,0.5,4,18.3333,1,0,0,0,1,0,0,1,0
"637",5238498,1993,0,1,3,2,0,0.5,10.5,21,0,1,0,0,0,0,0,0,0
"638",5266284,1993,4,1,20,3,0.375,0.4444,1.75,2,1,1,0,0,0,0,0,4,1
"639",4950938,1990,6,4,7,4,0,0,4.8333,28.5,1,0,0,0,1,0,0,6,1
"640",4927638,1990,3,3,35,7,0.4444,0.4898,6.6667,10.4286,1,0,0,1,0,0,0,3,0
"641",5116689,1992,4,6,16,9,0.375,0.6875,4.25,14.5556,1,0,0,0,0,0,1,4,1
"642",5356811,1994,2,3,3,12,0.5,0.2917,3.5,13.8333,1,0,0,1,0,0,0,2,0
"643",4919248,1990,7,5,2,5,0.5714,0.375,3.8571,10.2,1,0,0,0,0,1,0,7,1
"644",5319645,1994,16,2,3,8,0.7109,0.7188,4.75,6.875,1,0,1,0,0,0,0,15,1
"645",5402057,1995,4,4,12,6,0,0.2778,3.75,10.5,1,0,0,0,1,0,0,4,1
"646",5255874,1993,1,5,12,10,0,0.4938,1,11.3,1,0,0,0,0,1,0,1,0
"647",5032321,1991,3,1,17,3,0.4444,0.4444,3.3333,11.6667,1,1,0,0,0,0,0,3,0
"648",5231536,1993,6,5,13,28,0.6667,0.8532,4.1667,8.8571,1,0,0,0,0,1,0,6,1
"649",5370091,1994,0,5,13,6,0,0.2778,10.5,2.6667,0,0,0,0,0,1,0,0,0
"650",5239265,1993,3,4,2,2,0.4444,0.5,1.3333,3,1,0,0,0,1,0,0,3,0
"651",4997424,1991,18,3,30,6,0.3765,0.56,4.4444,15.5,1,0,0,1,0,0,0,15,1
"652",5362249,1994,1,4,11,4,0,0,2,4.75,1,0,0,0,1,0,0,1,0
"653",5453491,1995,2,1,5,2,0,0.5,5.5,5,1,1,0,0,0,0,0,2,0
"654",5387224,1995,1,3,15,7,0,0.6939,5,6.1429,1,0,0,1,0,0,0,1,0
"655",5180497,1993,1,1,1,3,0,0,5,16.6667,1,1,0,0,0,0,0,1,0
"656",5360830,1994,10,1,7,32,0.74,0.8554,2,15.7188,1,1,0,0,0,0,0,10,1
"657",5253663,1993,5,6,7,4,0.72,0.375,3.6,7.25,1,0,0,0,0,0,1,5,1
"658",4927880,1990,2,1,40,20,0,0.6446,5,24.35,1,1,0,0,0,0,0,2,0
"659",5400542,1995,2,6,5,8,0,0,1.5,6.5,1,0,0,0,0,0,1,2,0
"660",5365872,1994,5,5,13,17,0.32,0.7197,3.8,10.7647,1,0,0,0,0,1,0,5,1
"661",5245865,1993,8,4,21,2,0.2188,0,2.375,3.5,1,0,0,0,1,0,0,8,1
"662",4923675,1990,2,5,7,1,0.5,0,6,2,1,0,0,0,0,1,0,2,0
"663",5357762,1994,2,6,8,9,0.5,0.7222,4.5,27,1,0,0,0,0,0,1,2,0
"664",4981132,1991,5,3,7,6,0.56,0,3.6,7.5,1,0,0,1,0,0,0,5,1
"665",4919699,1990,0,5,7,9,0,0.6667,10.5,10.4444,0,0,0,0,0,1,0,0,0
"666",5135212,1992,4,5,8,3,0.625,0,3.5,2.3333,1,0,0,0,0,1,0,4,1
"667",5277078,1994,5,5,19,9,0.32,0.8163,4.2,20.7778,1,0,0,0,0,1,0,5,1
"668",5398198,1995,4,2,4,11,0.375,0.6446,2,8.1818,1,0,1,0,0,0,0,4,1
"669",5174578,1992,4,6,11,2,0,0,3.75,28.5,1,0,0,0,0,0,1,4,1
"670",5447381,1995,1,5,22,8,0,0.6563,2,6.875,1,0,0,0,0,1,0,1,0
"671",5370470,1994,6,5,2,3,0.2778,0,4.1667,7.3333,1,0,0,0,0,1,0,6,1
"672",5050243,1991,1,6,6,17,0,0.1528,1,18.7059,1,0,0,0,0,0,1,1,0
"673",5270070,1993,3,6,8,5,0,0,4.6667,15,1,0,0,0,0,0,1,3,0
"674",5302650,1994,2,1,5,7,0.5,0.6531,2.5,17.7143,1,1,0,0,0,0,0,2,0
"675",5212183,1993,0,3,5,7,0,0.5714,10.5,16.8571,0,0,0,1,0,0,0,0,0
"676",5053852,1991,11,4,21,12,0.5124,0.625,3.6364,4.3333,1,0,0,0,1,0,0,11,1
"677",4940278,1990,3,5,21,17,0,0.2145,5.6667,11.4706,1,0,0,0,0,1,0,3,0
"678",5001863,1991,1,5,3,13,0,0.4444,3,73.3846,1,0,0,0,0,1,0,1,0
"679",5461165,1995,2,1,4,4,0.5,0.375,2,5.5,1,1,0,0,0,0,0,2,0
"680",5015867,1991,11,4,29,11,0.6612,0.7273,4.3636,9.1818,1,0,0,0,1,0,0,11,1
"681",5113621,1992,1,5,5,10,0,0.375,6,35.9,1,0,0,0,0,1,0,1,0
"682",4932417,1990,3,3,6,7,0.4444,0.7222,5.3333,14.2857,1,0,0,1,0,0,0,3,0
"683",4897440,1990,2,1,20,4,0,0.625,9,7.25,1,1,0,0,0,0,0,2,0
"684",4959398,1990,8,1,23,4,0.5938,0.75,5.5,3.5,1,1,0,0,0,0,0,8,1
"685",4942545,1990,23,2,6,9,0.673,0.3457,6.7826,7.3333,1,0,1,0,0,0,0,15,1
"686",5130742,1992,5,5,43,6,0.72,0.5,3.2,9,1,0,0,0,0,1,0,5,1
"687",5248641,1993,2,1,15,10,0.5,0.642,3,21.9,1,1,0,0,0,0,0,2,0
"688",5198088,1993,0,1,5,2,0,0,10.5,59.5,0,1,0,0,0,0,0,0,0
"689",5428756,1995,0,2,20,6,0,0.4444,10.5,6.8333,0,0,1,0,0,0,0,0,0
"690",5407520,1995,4,1,16,15,0.625,0.5833,2.5,17,1,1,0,0,0,0,0,4,1
"691",5477774,1995,0,5,5,6,0,0.375,10.5,21.8333,0,0,0,0,0,1,0,0,0
"692",5401406,1995,2,1,21,49,0.5,0.6739,3,12.9184,1,1,0,0,0,0,0,2,0
"693",5440916,1995,6,4,14,2,0.7778,0.5,3.8333,6,1,0,0,0,1,0,0,6,1
"694",5134556,1992,7,4,9,11,0.6122,0.1653,5.1429,10.6364,1,0,0,0,1,0,0,7,1
"695",4917131,1990,6,6,3,9,0.7222,0.1975,8.8333,7,1,0,0,0,0,0,1,6,1
"696",5166416,1992,2,1,15,3,0,0,6.5,14,1,1,0,0,0,0,0,2,0
"697",5330122,1994,1,5,16,21,0,0.699,6,22.7143,1,0,0,0,0,1,0,1,0
"698",5451245,1995,3,5,18,2,0.6667,0.5,2,7,1,0,0,0,0,1,0,3,0
"699",5419290,1995,6,5,12,29,0,0.1308,2.6667,9.2759,1,0,0,0,0,1,0,6,1
"700",5173958,1992,8,2,18,2,0.75,0,3.125,4.5,1,0,1,0,0,0,0,8,1
"701",5468674,1995,1,4,5,11,0,0.2975,1,7.8182,1,0,0,0,1,0,0,1,0
"702",5255619,1993,0,6,34,13,0,0.6036,10.5,6.6154,0,0,0,0,0,0,1,0,0
"703",5018966,1991,0,6,17,7,0,0.449,10.5,7.8571,0,0,0,0,0,0,1,0,0
"704",5211647,1993,26,3,18,8,0.2692,0.2188,3.1538,6,1,0,0,1,0,0,0,15,1
"705",5280430,1994,6,2,13,12,0.6667,0.75,5.3333,14,1,0,1,0,0,0,0,6,1
"706",5352307,1994,7,1,9,12,0.449,0.7778,4.8571,9.8333,1,1,0,0,0,0,0,7,1
"707",5017738,1991,8,4,7,2,0.875,0,4.875,13,1,0,0,0,1,0,0,8,1
"708",5103960,1992,0,5,8,5,0,0.56,10.5,8.6,0,0,0,0,0,1,0,0,0
"709",4991806,1991,1,6,17,20,0,0.6122,8,44.45,1,0,0,0,0,0,1,1,0
"710",4959256,1990,4,6,10,9,0.625,0.6173,5.75,11.8889,1,0,0,0,0,0,1,4,1
"711",5186577,1993,3,6,12,6,0.6667,0.2778,2.3333,2.6667,1,0,0,0,0,0,1,3,0
"712",5153359,1992,1,5,7,13,0,0,6,22.5385,1,0,0,0,0,1,0,1,0
"713",4973370,1990,2,1,7,8,0.5,0.5313,6.5,2.625,1,1,0,0,0,0,0,2,0
"714",5072225,1991,2,2,14,9,0,0.1975,5,11.7778,1,0,1,0,0,0,0,2,0
"715",4911788,1990,5,1,30,14,0.64,0.3704,4.8,23,1,1,0,0,0,0,0,5,1
"716",5185390,1993,4,1,10,15,0.625,0.8444,5.5,14.2667,1,1,0,0,0,0,0,4,1
"717",5043710,1991,1,2,9,7,0,0.6122,6,7.4286,1,0,1,0,0,0,0,1,0
"718",5398384,1995,3,6,14,7,0.6667,0.625,2,25.4286,1,0,0,0,0,0,1,3,0
"719",5226431,1993,12,3,10,16,0.5972,0.4219,3.25,12.0625,1,0,0,1,0,0,0,12,1
"720",5211783,1993,0,5,6,4,0,0.4444,10.5,33,0,0,0,0,0,1,0,0,0
"721",5250093,1993,8,1,7,32,0.7188,0.738,3,15.6875,1,1,0,0,0,0,0,8,1
"722",5397731,1995,7,4,6,7,0,0,2.7143,7.1429,1,0,0,0,1,0,0,7,1
"723",4968998,1990,64,2,18,2,0.4189,0,6.125,6.5,1,0,1,0,0,0,0,15,1
"724",5364820,1994,16,1,10,5,0.2188,0,2.9375,14.6,1,1,0,0,0,0,0,15,1
"725",5144479,1992,3,5,3,9,0.4444,0.4082,3.6667,27,1,0,0,0,0,1,0,3,0
"726",4954883,1990,16,4,18,8,0.7422,0.2188,4.875,13,1,0,0,0,1,0,0,15,1
"727",5397611,1995,5,6,12,1,0.48,0,2,2,1,0,0,0,0,0,1,5,1
"728",5369252,1994,2,4,11,6,0,0.7778,2,11.5,1,0,0,0,1,0,0,2,0
"729",5211579,1993,13,4,12,7,0.142,0.4444,3.4615,30.2857,1,0,0,0,1,0,0,13,1
"730",4981755,1991,2,6,17,1,0.5,0,8,8,1,0,0,0,0,0,1,2,0
"731",5339894,1994,0,6,7,6,0,0,10.5,42,0,0,0,0,0,0,1,0,0
"732",4970865,1990,4,4,19,22,0.75,0.5816,6.75,21.2727,1,0,0,0,1,0,0,4,1
"733",4990248,1991,7,1,8,9,0.2449,0.5313,5.8571,19.8889,1,1,0,0,0,0,0,7,1
"734",5045879,1991,3,5,6,2,0.4444,0.5,3.3333,8.5,1,0,0,0,0,1,0,3,0
"735",5211948,1993,0,3,15,7,0,0.7778,10.5,13.2857,0,0,0,1,0,0,0,0,0
"736",4997139,1991,0,5,18,5,0,0.625,10.5,11.2,0,0,0,0,0,1,0,0,0
"737",5215156,1993,7,5,15,14,0.8571,0.34,2.8571,33.9286,1,0,0,0,0,1,0,7,1
"738",5394649,1995,1,5,19,24,0,0.5124,3,34.5833,1,0,0,0,0,1,0,1,0
"739",4940864,1990,2,4,12,3,0.5,0,3,18,1,0,0,0,1,0,0,2,0
"740",5251902,1993,6,6,8,4,0.2778,0.625,2.8333,5.75,1,0,0,0,0,0,1,6,1
"741",5343134,1994,1,4,17,9,0,0.3704,1,3.1111,1,0,0,0,1,0,0,1,0
"742",5429474,1995,2,5,2,28,0,0.6719,3,28.6429,1,0,0,0,0,1,0,2,0
"743",5399507,1995,14,4,13,6,0.5612,0.4444,2.2143,6,1,0,0,0,1,0,0,14,1
"744",5279200,1994,9,5,47,11,0.4938,0.6122,4,18.3636,1,0,0,0,0,1,0,9,1
"745",5418953,1995,5,2,8,2,0.64,0.5,2,3,1,0,1,0,0,0,0,5,1
"746",5398585,1995,1,6,25,6,0,0,4,13.3333,1,0,0,0,0,0,1,1,0
"747",5288018,1994,2,5,14,10,0.5,0.4063,2.5,23.9,1,0,0,0,0,1,0,2,0
"748",5133054,1992,2,2,7,4,0.5,0.75,6.5,6.25,1,0,1,0,0,0,0,2,0
"749",5314029,1994,2,6,17,18,0.5,0.7143,4,22.3333,1,0,0,0,0,0,1,2,0
"750",5064856,1991,3,3,7,4,0.4444,0.375,5,2.25,1,0,0,1,0,0,0,3,0
"751",4981689,1991,2,3,5,6,0.5,0.6667,4.5,9.3333,1,0,0,1,0,0,0,2,0
"752",5125783,1992,4,5,21,10,0.625,0.76,4.5,9.2,1,0,0,0,0,1,0,4,1
"753",5183427,1993,0,6,6,7,0,0.375,10.5,35.2857,0,0,0,0,0,0,1,0,0
"754",5317974,1994,3,1,10,13,0.4444,0.1653,3.6667,14.0769,1,1,0,0,0,0,0,3,0
"755",5274319,1993,10,4,32,20,0.58,0,2.9,8.75,1,0,0,0,1,0,0,10,1
"756",4988065,1991,2,6,24,14,0.5,0.7222,4,31.5,1,0,0,0,0,0,1,2,0
"757",5060589,1991,1,5,3,8,0,0.72,1,22.25,1,0,0,0,0,1,0,1,0
"758",4903666,1990,4,5,9,5,0.5,0.4444,4.75,20.8,1,0,0,0,0,1,0,4,1
"759",5183242,1993,2,5,24,5,0.5,0,3.5,21.2,1,0,0,0,0,1,0,2,0
"760",5237593,1993,4,2,28,8,0.625,0.625,4.5,10.75,1,0,1,0,0,0,0,4,1
"761",5017023,1991,1,5,12,2,0,0,3,27.5,1,0,0,0,0,1,0,1,0
"762",4962429,1990,0,4,12,2,0,0,10.5,5.5,0,0,0,0,1,0,0,0,0
"763",5346147,1994,3,5,8,1,0,0,3.6667,1,1,0,0,0,0,1,0,3,0
"764",5036867,1991,11,3,9,10,0.6446,0,5.6364,35.3,1,0,0,1,0,0,0,11,1
"765",5286791,1994,8,1,13,4,0.5625,0.375,3,11.25,1,1,0,0,0,0,0,8,1
"766",5451584,1995,0,3,11,1,0,0,10.5,4,0,0,0,1,0,0,0,0,0
"767",4940434,1990,5,5,7,6,0,0.2778,4,16.1667,1,0,0,0,0,1,0,5,1
"768",5144127,1992,14,4,19,4,0,0,4.2143,2.25,1,0,0,0,1,0,0,14,1
"769",5107659,1992,0,6,16,10,0,0.48,10.5,15.7,0,0,0,0,0,0,1,0,0
"770",5076299,1991,1,6,17,9,0,0.375,10,35.8889,1,0,0,0,0,0,1,1,0
"771",5295485,1994,7,3,20,7,0.2449,0.4898,3.7143,8.1429,1,0,0,1,0,0,0,7,1
"772",5247863,1993,5,5,19,6,0,0,3.2,26.3333,1,0,0,0,0,1,0,5,1
"773",4979481,1990,11,5,3,3,0.5124,0,3.0909,6.3333,1,0,0,0,0,1,0,11,1
"774",5313804,1994,6,6,18,14,0.6111,0.2449,2.8333,8,1,0,0,0,0,0,1,6,1
"775",5018268,1991,4,5,7,5,0.625,0.48,2,7,1,0,0,0,0,1,0,4,1
"776",4981362,1991,11,4,5,7,0.7107,0.5714,5.2727,13.8571,1,0,0,0,1,0,0,11,1
"777",5368116,1994,2,5,3,2,0,0.5,4.5,9.5,1,0,0,0,0,1,0,2,0
"778",5094370,1992,2,6,16,14,0,0.5938,4,29.5,1,0,0,0,0,0,1,2,0
"779",4973057,1990,12,6,25,2,0,0,4,2,1,0,0,0,0,0,1,12,1
"780",5374806,1994,2,4,6,10,0,0.5,2,50.6,1,0,0,0,1,0,0,2,0
"781",5050419,1991,0,5,9,3,0,0,10.5,42,0,0,0,0,0,1,0,0,0
"782",5385528,1995,2,3,21,2,0.5,0,4.5,2.5,1,0,0,1,0,0,0,2,0
"783",5155971,1992,6,6,15,12,0.6667,0.4028,3,9.6667,1,0,0,0,0,0,1,6,1
"784",5248116,1993,8,5,21,19,0.5625,0.34,2.5,26.6842,1,0,0,0,0,1,0,8,1
"785",5357602,1994,6,2,5,3,0.6111,0.6667,1.5,8.3333,1,0,1,0,0,0,0,6,1
"786",5003745,1991,3,6,1,13,0.4444,0.6,7.3333,21.2308,1,0,0,0,0,0,1,3,0
"787",5233477,1993,4,2,50,17,0.625,0.7059,3.75,7.4118,1,0,1,0,0,0,0,4,1
"788",5099380,1992,21,4,5,9,0.7891,0.6173,4.4762,3.2222,1,0,0,0,1,0,0,15,1
"789",5365159,1994,4,4,1,10,0.375,0,3.25,6,1,0,0,0,1,0,0,4,1
"790",5034830,1991,3,2,16,3,0,0,5.6667,1.6667,1,0,1,0,0,0,0,3,0
"791",4931881,1990,9,2,4,6,0.4938,0.5,2.7778,3.1667,1,0,1,0,0,0,0,9,1
"792",4931416,1990,3,1,24,25,0.4444,0.624,1.6667,7.76,1,1,0,0,0,0,0,3,0
"793",5451968,1995,1,2,5,9,0,0,2,19.2222,1,0,1,0,0,0,0,1,0
"794",5416105,1995,2,3,4,3,0,0,2.5,9,1,0,0,1,0,0,0,2,0
"795",5206383,1993,0,1,4,11,0,0.7273,10.5,9.1818,0,1,0,0,0,0,0,0,0
"796",5463994,1995,0,5,1,6,0,0.625,10.5,24.1667,0,0,0,0,0,1,0,0,0
"797",5347056,1994,1,1,21,4,0,0,3,46,1,1,0,0,0,0,0,1,0
"798",5157040,1992,4,3,3,15,0,0.24,4.75,1.7333,1,0,0,1,0,0,0,4,1
"799",5041515,1991,1,1,5,12,0,0.875,0,8.0833,1,1,0,0,0,0,0,1,0
"800",4960604,1990,2,6,20,5,0,0.4444,7.5,19.4,1,0,0,0,0,0,1,2,0
"801",4918282,1990,7,4,9,20,0.2449,0.6914,6.4286,14.5,1,0,0,0,1,0,0,7,1
"802",5381505,1995,3,2,8,7,0.4444,0.2449,2.6667,7.4286,1,0,1,0,0,0,0,3,0
"803",4902130,1990,2,4,11,2,0.5,0.5,2.5,8,1,0,0,0,1,0,0,2,0
"804",5065769,1991,20,3,20,37,0.455,0.6299,3.3,15.8919,1,0,0,1,0,0,0,15,1
"805",5064874,1991,4,1,3,8,0.5,0.2188,5,6.875,1,1,0,0,0,0,0,4,1
"806",5477869,1995,0,6,11,5,0,0,10.5,13,0,0,0,0,0,0,1,0,0
"807",5252952,1993,9,2,12,9,0.6667,0.6667,3.7778,7.7778,1,0,1,0,0,0,0,9,1
"808",4976238,1990,3,5,3,6,0.4444,0.4444,0.6667,7.3333,1,0,0,0,0,1,0,3,0
"809",5042970,1991,0,5,12,17,0,0.7449,10.5,18.2941,0,0,0,0,0,1,0,0,0
"810",5449056,1995,2,4,25,10,0.5,0.5714,2,24.9,1,0,0,0,1,0,0,2,0
"811",5053248,1991,1,1,12,2,0,0.5,8,5.5,1,1,0,0,0,0,0,1,0
"812",5051704,1991,15,4,4,1,0.7111,0,3.4,1,1,0,0,0,1,0,0,15,1
"813",5375255,1994,1,2,6,4,0,0.75,2,9,1,0,1,0,0,0,0,1,0
"814",5427566,1995,1,5,14,4,0,0.375,1,25,1,0,0,0,0,1,0,1,0
"815",4968814,1990,6,1,4,3,0.2778,0.4444,5.3333,7.6667,1,1,0,0,0,0,0,6,1
"816",5048541,1991,6,3,13,5,0.5,0.625,4,16.2,1,0,0,1,0,0,0,6,1
